 I.A.F. plot information for graphics
   -.7314       1.0127        .7900
  -1.0965        .7511       1.0245
   -.8419       1.1081        .8974
   -.6686        .6685        .6686
   -.8467        .6399        .8036
   -.8970        .9810        .9145
  -1.2003       2.2804       1.4253
  -1.1419       1.4376       1.2035
  -1.0559        .9696       1.0379
  -1.3285        .7214       1.2020
  -1.5183        .9765       1.4054
   -.8189       1.0263        .8621
  -1.0023       1.3852       1.0820
   -.7638       1.0223        .8177
  -1.0965        .8876       1.0530
  -1.0480       1.8473       1.2145
   -.9763        .6092        .8999
   -.7779        .7660        .7754
   -.6619        .8749        .7063
  -2.1513       1.4447       2.0041
   -.7712       1.0052        .8200
   -.8751       1.2141        .9458
  -1.0811        .7103       1.0039
  -1.0668       2.1405       1.2905
   -.9473        .8448        .9259
   -.9222        .9949        .9373
  -1.5642        .8507       1.4156
   -.9449       1.4650       1.0533
  -1.2756       1.3716       1.2956
   -.7888        .9600        .8245
  -1.0159        .8848        .9886
   -.7666        .9410        .8029
   -.7309        .6279        .7095
   -.8020        .8994        .8223
   -.8650        .9142        .8753
  -1.0172       1.0592       1.0260
   -.7175        .8481        .7447
   -.9745        .9429        .9679
  -1.0880        .9106       1.0510
   -.5978        .6407        .6067
   -.9997        .7952        .9571
   -.6651        .5419        .6394
  -1.2315       1.3061       1.2471
  -1.0208       1.4177       1.1035
   -.7875        .9753        .8266
   -.8167        .9039        .8348
   -.9451       1.0079        .9582
   -.8351        .8780        .8441
   -.7279        .9317        .7703
   -.8028       1.0372        .8517
  -1.2347       1.0910       1.2048
  -1.0317        .6847        .9594
   -.7638        .6927        .7490
   -.8084        .6860        .7829
   -.9513        .8784        .9361
  -1.0027       1.4129       1.0882
   -.6968       1.0838        .7774
  -1.0198       1.0685       1.0300
   -.8874        .6980        .8480
  -1.0062       1.0907       1.0238
  -1.0613        .9148       1.0308
   -.9931        .6623        .9242
  -1.3365        .9316       1.2521
   -.7457        .6990        .7359
   -.9615        .7754        .9227
   -.7600        .8566        .7801
   -.7417        .8369        .7615
  -1.2658       1.0159       1.2138
   -.7707        .8213        .7812
  -1.0590       1.1845       1.0851
  -1.2479       1.1065       1.2185
  -1.0600       1.6331       1.1794
   -.9114       1.0198        .9340
   -.6776        .8574        .7150
  -2.0732       1.1830       1.8877
   -.8483        .7431        .8264
   -.9288       1.1590        .9767
  -1.2247        .6780       1.1108
   -.7441        .5921        .7124
  -1.0954        .8437       1.0429
   -.9399       1.1304        .9796
   -.7647        .6876        .7487
   -.7831        .8376        .7945
   -.7127        .8559        .7426
   -.7259        .6992        .7204
  -1.2331        .7894       1.1407
   -.7648        .9034        .7937
  -1.1941        .9887       1.1513
   -.7504        .8370        .7685
   -.8167       1.3885        .9358
   -.8625        .6844        .8254
  -1.6541        .9897       1.5157
   -.8056        .9140        .8282
  -1.2488       2.4853       1.5064
   -.8048       1.1326        .8731
  -2.1960       1.6312       2.0783
   -.6835        .7524        .6979
   -.8787       1.5466       1.0178
   -.9294       1.0768        .9601
   -.8260        .7645        .8132
   -.6171        .8611        .6679
   -.7439        .9117        .7789
  -1.7191        .8886       1.5461
   -.7310        .8066        .7467
   -.8220        .8246        .8225
   -.8077        .8556        .8177
   -.8820        .7330        .8510
   -.6859        .9463        .7401
  -1.1522        .9463       1.1093
   -.6965        .7709        .7120
   -.8041        .8015        .8035
   -.7961        .8096        .7989
   -.7775        .8020        .7826
   -.9412       1.1770        .9903
   -.9059        .6575        .8541
   -.9268        .9469        .9309
  -1.0615       2.5415       1.3698
  -1.1955        .6970       1.0916
   -.9973        .8697        .9707
  -1.5237       1.0101       1.4167
   -.7935       1.1354        .8647
   -.6617        .8799        .7071
   -.8121        .7329        .7956
   -.9223        .7549        .8874
   -.7635        .7521        .7611
   -.8957       1.2385        .9671
   -.9599        .8733        .9419
  -1.1834       1.0280       1.1510
  -1.0347        .5104        .9255
   -.9926        .8243        .9575
   -.9430       1.0554        .9664
  -1.5518       1.1806       1.4745
  -1.0591       2.0641       1.2685
  -1.3526       1.0354       1.2866
  -1.0212       1.5029       1.1215
  -1.5835        .9537       1.4523
   -.6788        .7070        .6847
  -1.0159        .9255        .9971
   -.9896       1.0176        .9954
   -.6200        .5565        .6068
   -.8401        .6052        .7911
   -.7239        .5542        .6885
   -.7777        .5678        .7340
   -.8310        .6144        .7858
  -1.6223       1.1423       1.5223
   -.7475        .8077        .7600
   -.8029        .7646        .7950
  -1.1284       1.4289       1.1910
   -.9845        .9934        .9864
   -.6842        .7766        .7035
   -.8899        .7967        .8705
  -1.0825       1.3713       1.1426
  -1.0866       1.0148       1.0717
  -1.2895        .9840       1.2259
   -.7928        .9421        .8239
   -.9284       1.0725        .9584
   -.6416        .8770        .6907
  -1.0206        .6309        .9394
   -.6360        .6556        .6401
  -1.0373        .5855        .9432
  -1.0283        .8442        .9900
   -.9043        .9756        .9191
   -.9468       1.3381       1.0283
   -.9057       1.2131        .9698
   -.7547        .8984        .7846
  -1.1918        .8221       1.1148
  -1.3332       1.7503       1.4201
  -1.0552        .7067        .9826
  -1.2950       1.1361       1.2619
   -.7798       1.2206        .8717
  -1.1046       1.0329       1.0896
  -1.0736        .9050       1.0384
   -.8865        .7003        .8477
   -.9350        .8527        .9178
  -1.0552       1.5002       1.1479
  -1.9693       1.0831       1.7847
   -.9972        .7047        .9362
  -1.1931        .9609       1.1447
  -1.1787        .8633       1.1130
   -.9535        .8744        .9370
  -1.1285       1.0968       1.1219
   -.8269       1.2358        .9121
  -1.0385        .7944        .9876
   -.9155        .8948        .9112
   -.8017        .8041        .8022
   -.9512        .7112        .9012
  -1.0852       1.5860       1.1896
  -1.0931       1.2253       1.1206
   -.9007       1.4107       1.0069
  -1.0419       1.6534       1.1693
   -.8792       1.1336        .9322
   -.9562        .9629        .9576
   -.8639        .9857        .8893
   -.6998        .7487        .7100
   -.6934        .6808        .6908
   -.7476        .9730        .7945
   -.8100        .7674        .8011
  -1.2499       1.0119       1.2003
  -1.2181       1.0319       1.1793
  -1.0643       1.0614       1.0637
  -1.1785        .6421       1.0667
   -.8336        .8611        .8394
  -1.0951       1.0465       1.0850
  -1.0782       1.2980       1.1240
   -.8525        .7853        .8385
   -.8667        .8713        .8677
  -1.0126       1.3777       1.0887
   -.9455       1.1892        .9963
  -1.0070       1.6765       1.1465
   -.7601        .6170        .7303
  -1.0060        .9558        .9955
  -1.0665        .6293        .9754
   -.7745        .6624        .7512
  -1.1272       1.8566       1.2792
  -1.1542       1.8850       1.3065
   -.9310        .9588        .9368
   -.7685        .8429        .7840
   -.7405        .5983        .7109
   -.9961        .8901        .9740
   -.9207       1.0312        .9437
   -.8343        .6833        .8029
   -.8692        .9155        .8788
   -.8807        .9254        .8900
   -.9258        .8553        .9111
   -.7446        .6277        .7202
   -.8622       1.2899        .9513
   -.9064        .6336        .8496
   -.9038        .9772        .9191
   -.6910        .8477        .7237
  -1.3227       1.0251       1.2607
  -1.0364       1.6212       1.1582
   -.8797        .7455        .8518
   -.9641        .8221        .9345
   -.6351        .7065        .6500
  -1.1761        .9305       1.1249
  -1.0886        .8408       1.0370
   -.7383        .8706        .7658
   -.8956        .7725        .8700
   -.6098        .7977        .6490
   -.8167       1.1680        .8899
  -1.2862       1.1348       1.2547
   -.5275        .5806        .5386
  -1.1172       1.7827       1.2559
   -.9083        .7020        .8653
   -.8943        .9529        .9065
  -1.0166        .8014        .9718
   -.6900        .6885        .6897
  -1.2365       1.3324       1.2565
  -1.0587        .8868       1.0229
   -.9605        .9682        .9621
   -.7176        .8393        .7430
   -.7899        .7187        .7751
   -.8989        .8380        .8862
   -.7757        .9208        .8059
   -.7615        .8480        .7795
  -1.2454        .9587       1.1856
  -1.2649       1.3293       1.2783
  -1.2823       1.3121       1.2885
   -.9120        .7904        .8867
  -1.1079        .9979       1.0849
  -1.3939       2.4053       1.6046
  -1.3213        .9022       1.2340
   -.6879        .6877        .6879
  -1.0148       1.0802       1.0284
  -1.0605        .7270        .9910
  -1.1570        .9741       1.1189
   -.9903       1.0194        .9963
  -1.0768        .8346       1.0263
   -.8668       1.2296        .9424
  -1.6966       1.1574       1.5843
  -1.0627        .7690       1.0015
  -1.2808        .7395       1.1680
  -1.3255       1.5508       1.3724
   -.8303        .9737        .8602
  -1.1674       1.0851       1.1502
   -.7052        .7817        .7212
  -1.2336       1.0673       1.1989
  -1.1120        .6059       1.0066
   -.7436        .7899        .7532
  -1.1246        .7451       1.0456
  -1.0025        .8690        .9747
   -.7179        .8404        .7434
  -1.2786       1.9794       1.4246
  -1.3641       1.7126       1.4367
   -.7565        .7498        .7551
  -1.0260       1.5407       1.1332
   -.9329       1.1192        .9717
   -.7882        .8305        .7970
   -.9420        .7841        .9091
  -1.2257        .7808       1.1330
   -.7632        .7139        .7529
  -1.1887       1.2691       1.2054
  -1.0252       1.3716       1.0974
   -.7830        .8294        .7927
   -.8707        .9089        .8787
   -.7580        .7683        .7601
